반복 회차 (Iteration),주문 번호 (k),도착 시간 (t_k),작업 수량 (n_k),할당 랙 (r),할당 CP (c),완료 시간 (E_k)
16,63,295.47999999999996,1,1,23,303.34
16,64,297.12,1,1,21,308.99
16,65,301.03999999999996,1,5,78,309.5
16,66,301.79999999999995,1,2,35,309.55
16,67,309.9,1,3,47,316.49
16,68,310.28999999999996,1,5,82,318.08
16,69,331.96,1,5,75,338.73
16,70,339.34999999999997,1,3,59,347.28
16,71,340.46,1,5,80,348.21
16,72,340.48999999999995,1,0,4,348.42
16,73,348.94,1,4,65,356.09
16,74,355.07,1,3,46,361.0
16,75,361.59999999999997,1,1,18,369.46
16,76,368.97999999999996,1,0,1,374.91
16,77,369.35999999999996,1,1,27,377.49
16,78,371.58,1,2,36,379.33
16,79,372.2,1,1,25,384.12
16,80,382.14,1,0,7,388.73
16,81,387.02,1,4,60,393.19
16,82,389.03,1,4,66,398.84
16,83,389.35999999999996,1,1,29,397.89
16,84,391.21999999999997,1,3,53,398.48
16,85,393.19,2,1,28,411.15
16,86,399.72999999999996,1,2,40,408.46
16,87,404.79999999999995,1,4,62,411.99
16,88,415.71,1,5,81,423.46
16,89,418.90999999999997,3,2,37,438.08
17,0,0.0,1,2,42,8.73
17,1,15.049999999999999,1,5,77,22.84
17,2,21.63,1,1,29,30.16
17,3,26.2,1,4,64,34.73
17,4,27.04,1,1,19,37.19
17,5,27.889999999999997,1,2,39,37.02
17,6,28.189999999999998,1,0,12,35.72
17,7,38.25,1,3,53,45.51
17,8,42.839999999999996,1,0,0,48.41
17,9,49.0,1,0,10,56.53
17,10,49.1,1,2,31,56.23
17,11,66.62,1,4,62,73.81
17,12,75.55000000000001,1,3,57,83.08
17,13,76.75,1,4,67,83.94
17,14,77.75,1,2,44,86.88
17,15,78.76,1,4,65,89.59
17,16,80.58000000000001,1,2,34,93.91
17,17,84.30000000000001,1,3,55,91.83
17,18,87.12,1,5,84,96.25
17,19,88.84,1,5,85,102.88
17,20,93.58000000000001,1,5,80,108.53
17,21,94.33000000000001,1,0,7,100.92
17,22,96.06,1,4,63,103.92
17,23,98.34,1,4,71,110.55
17,24,101.38000000000001,1,3,50,107.93
17,25,109.07000000000001,1,5,86,117.8
17,26,110.18,1,0,13,117.71
17,27,113.79,1,4,70,121.92
17,28,118.28,1,2,41,127.01
17,29,118.52000000000001,2,4,61,131.98
17,30,123.2,1,0,2,129.79
17,31,124.13000000000001,2,5,82,137.61
17,32,124.47,2,4,73,145.24
17,33,139.34,1,1,16,145.87
17,34,156.19,1,3,56,163.72
17,35,164.45000000000002,1,1,28,172.58
17,36,166.27,1,5,76,173.4
17,37,166.78,1,2,33,175.24
17,38,172.55,1,1,22,179.74
17,39,175.45000000000002,1,1,26,186.37
17,40,176.1,1,0,8,183.36
17,41,179.51000000000002,1,2,36,187.26
17,42,179.69,1,2,30,191.93
17,43,191.69,1,2,32,199.48
17,44,193.19,1,1,15,199.36
17,45,198.62,1,4,69,207.15
17,46,200.49,1,1,25,208.62
17,47,204.16,2,2,43,219.52
17,48,208.11,1,0,6,214.66
17,49,209.14000000000001,1,3,58,216.67
17,50,226.6,1,3,54,234.53
17,51,234.06,1,1,20,241.21
17,52,248.09,1,5,89,257.22
17,53,259.34999999999997,1,4,74,267.88
17,54,263.9,1,2,37,271.69
17,55,276.65,1,0,14,284.58
17,56,277.10999999999996,1,5,75,283.88
17,57,278.2,1,4,68,286.06
17,58,278.44,1,5,79,290.91
17,59,280.4,1,1,27,288.53
17,60,282.85999999999996,1,3,48,290.12
17,61,284.45,1,0,9,292.38
17,62,293.27,1,1,18,301.13
17,63,295.47999999999996,1,0,3,302.74
17,64,297.12,1,2,35,304.87
17,65,301.03999999999996,1,0,5,308.39
17,66,301.79999999999995,1,3,52,308.39
17,67,309.9,1,3,59,317.83
17,68,310.28999999999996,1,3,45,322.5
17,69,331.96,1,2,40,340.69
17,70,339.34999999999997,1,3,47,345.94
17,71,340.46,1,5,83,348.92
17,72,340.48999999999995,1,0,4,348.42
17,73,348.94,1,5,88,357.67
17,74,355.07,1,3,51,361.62
17,75,361.59999999999997,1,1,17,368.79
17,76,368.97999999999996,1,5,78,377.44
17,77,369.35999999999996,1,4,66,376.51
17,78,371.58,1,1,23,379.44
17,79,372.2,1,5,81,383.09
17,80,382.14,1,3,49,390.07
17,81,387.02,1,2,38,395.48
17,82,389.03,1,1,24,397.56
17,83,389.35999999999996,1,4,60,395.53
17,84,391.21999999999997,1,5,87,399.95
17,85,393.19,2,1,21,408.86
17,86,399.72999999999996,1,0,11,407.26
17,87,404.79999999999995,1,4,72,412.93
17,88,415.71,1,0,1,421.64
17,89,418.90999999999997,3,3,46,434.9
18,0,0.0,1,4,61,6.53
18,1,15.049999999999999,1,5,79,24.18
18,2,21.63,1,2,31,28.76
18,3,26.2,1,5,85,34.93
18,4,27.04,1,5,84,41.96
18,5,27.889999999999997,1,4,73,36.02
18,6,28.189999999999998,1,4,71,42.65
18,7,38.25,1,5,83,48.32
18,8,42.839999999999996,1,3,53,50.1
18,9,49.0,1,1,16,55.53
18,10,49.1,1,3,58,56.73
18,11,66.62,1,2,33,75.08
18,12,75.55000000000001,1,4,65,82.7
18,13,76.75,1,1,18,84.61
18,14,77.75,1,3,59,85.68
18,15,78.76,1,3,45,90.35
18,16,80.58000000000001,1,3,55,96.98
18,17,84.30000000000001,1,2,35,92.05
18,18,87.12,1,4,70,95.25
18,19,88.84,1,0,12,96.37
18,20,93.58000000000001,1,3,57,103.61
18,21,94.33000000000001,1,2,32,102.12
18,22,96.06,1,2,34,109.15
18,23,98.34,1,2,40,115.78
18,24,101.38000000000001,1,3,56,110.24
18,25,109.07000000000001,1,0,5,115.62
18,26,110.18,1,0,8,121.98
18,27,113.79,1,3,51,120.34
18,28,118.28,1,2,42,127.01
18,29,118.52000000000001,2,5,77,132.0
18,30,123.2,1,0,3,130.46
18,31,124.13000000000001,2,4,72,138.89
18,32,124.47,2,1,20,137.27
18,33,139.34,1,5,89,148.47
18,34,156.19,1,3,47,162.78
18,35,164.45000000000002,1,5,86,173.18
18,36,166.27,1,4,67,173.46
18,37,166.78,1,0,14,174.71
18,38,172.55,1,1,28,180.68
18,39,175.45000000000002,1,1,19,187.71
18,40,176.1,1,5,81,183.85
18,41,179.51000000000002,1,2,37,187.3
18,42,179.69,1,4,64,188.22
18,43,191.69,1,5,76,198.82
18,44,193.19,1,1,25,201.32
18,45,198.62,1,1,22,207.01
18,46,200.49,1,3,54,208.42
18,47,204.16,2,4,69,219.72
18,48,208.11,1,3,52,214.7
18,49,209.14000000000001,1,0,2,215.73
18,50,226.6,1,0,6,233.15
18,51,234.06,1,2,38,242.52
18,52,248.09,1,1,21,255.24
18,53,259.34999999999997,1,4,60,265.52
18,54,263.9,1,1,23,271.76
18,55,276.65,1,5,80,284.4
18,56,277.10999999999996,1,4,63,284.97
18,57,278.2,1,3,46,284.13
18,58,278.44,1,5,75,289.07
18,59,280.4,1,1,24,288.93
18,60,282.85999999999996,1,5,87,295.7
18,61,284.45,1,4,62,291.64
18,62,293.27,1,0,7,299.86
18,63,295.47999999999996,1,5,82,303.27
18,64,297.12,1,3,48,304.38
18,65,301.03999999999996,1,4,68,308.9
18,66,301.79999999999995,1,4,74,315.93
18,67,309.9,1,2,41,318.63
18,68,310.28999999999996,1,5,78,318.75
18,69,331.96,1,0,9,339.89
18,70,339.34999999999997,1,0,4,347.28
18,71,340.46,1,0,1,352.31
18,72,340.48999999999995,1,2,36,348.24
18,73,348.94,1,5,88,357.67
18,74,355.07,1,0,13,362.6
18,75,361.59999999999997,1,0,11,369.23
18,76,368.97999999999996,1,3,49,376.91
18,77,369.35999999999996,1,1,17,376.55
18,78,371.58,1,0,0,377.15
18,79,372.2,1,1,27,383.18
18,80,382.14,1,2,30,388.91
18,81,387.02,1,2,39,396.15
18,82,389.03,1,3,50,395.58
18,83,389.35999999999996,1,1,26,397.49
18,84,391.21999999999997,1,4,66,398.37
18,85,393.19,2,2,43,409.41
18,86,399.72999999999996,1,1,29,408.26
18,87,404.79999999999995,1,1,15,412.93
18,88,415.71,1,2,44,424.84
18,89,418.90999999999997,3,0,10,439.7
19,0,0.0,1,1,15,6.17
19,1,15.049999999999999,1,2,41,23.78
19,2,21.63,1,0,13,29.16
19,3,26.2,1,4,66,33.35
19,4,27.04,1,2,33,35.5
19,5,27.889999999999997,1,4,63,39.71
19,6,28.189999999999998,1,4,67,45.4
19,7,38.25,1,0,6,44.8
19,8,42.839999999999996,1,5,89,51.97
19,9,49.0,1,3,50,55.55
19,10,49.1,1,0,8,56.36
19,11,66.62,1,4,64,75.15
19,12,75.55000000000001,1,3,59,83.48
19,13,76.75,1,3,51,89.13
19,14,77.75,1,1,24,86.28
19,15,78.76,1,4,68,86.62
19,16,80.58000000000001,1,4,72,93.25
19,17,84.30000000000001,1,5,75,91.07
19,18,87.12,1,3,58,95.76
19,19,88.84,1,2,39,97.97
19,20,93.58000000000001,1,4,61,100.11
19,21,94.33000000000001,1,3,56,102.39
19,22,96.06,1,2,32,103.85
19,23,98.34,1,2,31,108.88
19,24,101.38000000000001,1,3,49,109.42
19,25,109.07000000000001,1,0,1,115.0
19,26,110.18,1,5,83,118.64
19,27,113.79,1,1,23,121.65
19,28,118.28,1,0,3,125.54
19,29,118.52000000000001,2,3,52,130.8
19,30,123.2,1,4,71,131.33
19,31,124.13000000000001,2,5,76,136.29
19,32,124.47,2,5,85,149.55
19,33,139.34,1,2,38,147.8
19,34,156.19,1,5,86,164.92
19,35,164.45000000000002,1,4,69,172.98
19,36,166.27,1,5,84,175.4
19,37,166.78,1,5,88,182.03
19,38,172.55,1,1,22,179.74
19,39,175.45000000000002,1,4,65,182.6
19,40,176.1,1,1,19,186.77
19,41,179.51000000000002,1,4,62,188.29
19,42,179.69,1,3,57,187.22
19,43,191.69,1,1,17,198.88
19,44,193.19,1,0,0,198.76
19,45,198.62,1,1,25,206.75
19,46,200.49,1,1,21,212.4
19,47,204.16,2,5,78,218.98
19,48,208.11,1,0,5,214.66
19,49,209.14000000000001,1,3,55,216.67
19,50,226.6,1,0,7,233.19
19,51,234.06,1,2,35,241.81
19,52,248.09,1,5,82,255.88
19,53,259.34999999999997,1,0,4,267.28
19,54,263.9,1,2,44,273.03
19,55,276.65,1,1,29,285.18
19,56,277.10999999999996,1,3,53,284.37
19,57,278.2,1,1,28,291.81
19,58,278.44,1,5,81,286.19
19,59,280.4,1,4,60,286.57
19,60,282.85999999999996,1,2,30,289.63
19,61,284.45,1,4,74,293.6
19,62,293.27,1,4,70,301.4
19,63,295.47999999999996,1,2,37,303.27
19,64,297.12,1,2,42,309.9
19,65,301.03999999999996,1,1,16,307.57
19,66,301.79999999999995,1,3,45,307.37
19,67,309.9,1,0,2,316.49
19,68,310.28999999999996,1,1,26,318.42
19,69,331.96,1,5,87,340.69
19,70,339.34999999999997,1,4,73,347.48
19,71,340.46,1,3,47,347.05
19,72,340.48999999999995,1,0,14,348.42
19,73,348.94,1,2,40,357.67
19,74,355.07,1,2,36,363.32
19,75,361.59999999999997,1,2,34,370.73
19,76,368.97999999999996,1,0,11,376.51
19,77,369.35999999999996,1,0,10,383.14
19,78,371.58,1,3,46,377.51
19,79,372.2,1,0,9,390.17
19,80,382.14,1,3,48,389.4
19,81,387.02,1,0,12,396.8
19,82,389.03,1,5,80,396.78
19,83,389.35999999999996,1,1,20,396.51
19,84,391.21999999999997,1,2,43,399.95
19,85,393.19,2,5,77,408.16
19,86,399.72999999999996,1,5,79,415.19
19,87,404.79999999999995,1,3,54,412.73
19,88,415.71,1,1,18,423.57
19,89,418.90999999999997,3,1,27,443.46
20,0,0.0,1,1,16,6.53
20,1,15.049999999999999,1,3,53,22.31
20,2,21.63,1,0,6,28.18
20,3,26.2,1,4,72,34.33
20,4,27.04,1,5,82,34.83
20,5,27.889999999999997,1,2,30,34.66
20,6,28.189999999999998,1,0,12,35.72
20,7,38.25,1,2,38,46.71
20,8,42.839999999999996,1,3,50,49.39
20,9,49.0,1,5,89,58.13
20,10,49.1,1,1,29,57.63
20,11,66.62,1,4,62,73.81
20,12,75.55000000000001,1,1,25,83.68
20,13,76.75,1,4,60,82.92
20,14,77.75,1,3,45,83.32
20,15,78.76,1,4,69,89.95
20,16,80.58000000000001,1,0,8,87.84
20,17,84.30000000000001,1,4,66,95.6
20,18,87.12,1,5,86,95.85
20,19,88.84,1,2,40,97.57
20,20,93.58000000000001,1,3,51,100.13
20,21,94.33000000000001,1,5,84,103.46
20,22,96.06,1,4,74,104.59
20,23,98.34,1,3,46,105.16
20,24,101.38000000000001,1,1,15,107.55
20,25,109.07000000000001,1,3,54,117.0
20,26,110.18,1,1,28,118.31
20,27,113.79,1,4,61,120.32
20,28,118.28,1,2,43,127.01
20,29,118.52000000000001,2,5,76,130.68
20,30,123.2,1,2,44,134.04
20,31,124.13000000000001,2,2,32,145.42
20,32,124.47,2,2,42,158.68
20,33,139.34,1,5,75,146.11
20,34,156.19,1,0,2,162.78
20,35,164.45000000000002,1,0,13,171.98
20,36,166.27,1,2,36,174.02
20,37,166.78,1,3,56,174.31
20,38,172.55,1,5,83,181.01
20,39,175.45000000000002,1,5,80,186.66
20,40,176.1,1,5,81,192.31
20,41,179.51000000000002,1,4,63,187.37
20,42,179.69,1,4,64,194.4
20,43,191.69,1,4,71,201.03
20,44,193.19,1,2,39,202.32
20,45,198.62,1,1,18,206.48
20,46,200.49,1,1,24,213.51
20,47,204.16,2,1,22,224.89
20,48,208.11,1,4,73,216.24
20,49,209.14000000000001,1,3,49,217.07
20,50,226.6,1,5,79,235.73
20,51,234.06,1,0,7,240.65
20,52,248.09,1,2,41,256.82
20,53,259.34999999999997,1,4,70,267.48
20,54,263.9,1,1,27,272.03
20,55,276.65,1,2,35,284.4
20,56,277.10999999999996,1,0,9,285.04
20,57,278.2,1,0,14,292.07
20,58,278.44,1,0,10,298.7
20,59,280.4,1,2,34,291.43
20,60,282.85999999999996,1,3,57,290.39
20,61,284.45,1,5,77,292.24
20,62,293.27,1,1,21,300.42
20,63,295.47999999999996,1,2,37,303.27
20,64,297.12,1,3,58,304.65
20,65,301.03999999999996,1,0,1,306.97
20,66,301.79999999999995,1,1,26,309.93
20,67,309.9,1,4,65,317.05
20,68,310.28999999999996,1,5,85,319.02
20,69,331.96,1,4,68,339.82
20,70,339.34999999999997,1,5,87,348.08
20,71,340.46,1,0,0,346.03
20,72,340.48999999999995,1,5,88,354.71
20,73,348.94,1,3,47,355.53
20,74,355.07,1,2,33,363.53
20,75,361.59999999999997,1,3,52,368.19
20,76,368.97999999999996,1,1,17,376.17
20,77,369.35999999999996,1,3,55,376.89
20,78,371.58,1,3,59,383.92
20,79,372.2,1,0,11,379.73
20,80,382.14,1,5,78,390.6
20,81,387.02,1,0,5,393.57
20,82,389.03,1,4,67,396.22
20,83,389.35999999999996,1,1,19,397.89
20,84,391.21999999999997,1,2,31,398.35
20,85,393.19,2,1,23,410.61
20,86,399.72999999999996,1,0,4,407.66
20,87,404.79999999999995,1,1,20,416.26
20,88,415.71,1,3,48,422.97
20,89,418.90999999999997,3,0,3,438.89
21,0,0.0,1,4,71,8.13
21,1,15.049999999999999,1,3,51,21.6
21,2,21.63,1,5,81,29.38
21,3,26.2,1,2,42,34.93
21,4,27.04,1,3,52,33.63
21,5,27.889999999999997,1,2,38,41.29
21,6,28.189999999999998,1,1,25,36.32
21,7,38.25,1,1,15,44.42
21,8,42.839999999999996,1,4,63,50.7
21,9,49.0,1,1,22,56.19
21,10,49.1,1,2,34,58.23
21,11,66.62,1,3,59,74.55
21,12,75.55000000000001,1,2,41,84.28
21,13,76.75,1,0,1,82.68
21,14,77.75,1,5,84,86.88
21,15,78.76,1,5,80,92.53
21,16,80.58000000000001,1,0,3,89.04
21,17,84.30000000000001,1,3,50,90.85
21,18,87.12,1,4,67,94.31
21,19,88.84,1,4,68,100.67
21,20,93.58000000000001,1,5,86,102.31
21,21,94.33000000000001,1,2,40,103.06
21,22,96.06,1,4,66,106.32
21,23,98.34,1,0,0,103.91
21,24,101.38000000000001,1,3,48,108.64
21,25,109.07000000000001,1,0,8,116.33
21,26,110.18,1,2,31,117.31
21,27,113.79,1,5,89,122.92
21,28,118.28,1,0,6,124.83
21,29,118.52000000000001,2,0,12,138.09
21,30,123.2,1,5,79,132.33
21,31,124.13000000000001,2,2,37,137.61
21,32,124.47,2,0,7,149.47
21,33,139.34,1,1,29,147.87
21,34,156.19,1,0,14,164.12
21,35,164.45000000000002,1,0,2,171.04
21,36,166.27,1,5,78,174.73
21,37,166.78,1,3,47,173.37
21,38,172.55,1,0,5,179.1
21,39,175.45000000000002,1,4,73,183.58
21,40,176.1,1,5,87,184.83
21,41,179.51000000000002,1,1,26,187.64
21,42,179.69,1,2,30,186.46
21,43,191.69,1,3,53,198.95
21,44,193.19,1,4,61,199.72
21,45,198.62,1,4,69,207.15
21,46,200.49,1,1,27,208.62
21,47,204.16,2,2,39,220.32
21,48,208.11,1,3,56,215.64
21,49,209.14000000000001,1,4,70,217.27
21,50,226.6,1,0,13,234.13
21,51,234.06,1,5,85,242.79
21,52,248.09,1,5,75,254.86
21,53,259.34999999999997,1,3,55,266.88
21,54,263.9,1,2,44,273.03
21,55,276.65,1,1,23,284.51
21,56,277.10999999999996,1,1,17,290.2
21,57,278.2,1,3,45,283.77
21,58,278.44,1,1,20,295.85
21,59,280.4,1,1,18,302.21
21,60,282.85999999999996,1,3,54,290.8
21,61,284.45,1,2,33,292.91
21,62,293.27,1,1,19,309.24
21,63,295.47999999999996,1,0,11,303.01
21,64,297.12,1,0,9,310.04
21,65,301.03999999999996,1,2,35,308.79
21,66,301.79999999999995,1,2,32,314.48
21,67,309.9,1,5,82,317.69
21,68,310.28999999999996,1,2,43,321.11
21,69,331.96,1,4,65,339.11
21,70,339.34999999999997,1,5,83,347.81
21,71,340.46,1,4,74,348.99
21,72,340.48999999999995,1,5,77,353.5
21,73,348.94,1,3,49,356.87
21,74,355.07,1,3,46,361.9
21,75,361.59999999999997,1,4,72,369.73
21,76,368.97999999999996,1,5,76,376.11
21,77,369.35999999999996,1,3,58,376.89
21,78,371.58,1,1,21,378.73
21,79,372.2,1,4,64,380.73
21,80,382.14,1,4,62,389.33
21,81,387.02,1,4,60,394.0
21,82,389.03,1,5,88,397.76
21,83,389.35999999999996,1,1,24,397.89
21,84,391.21999999999997,1,2,36,398.97
21,85,393.19,2,1,16,407.95
21,86,399.72999999999996,1,0,4,407.66
21,87,404.79999999999995,1,1,28,414.58
21,88,415.71,1,3,57,423.24
21,89,418.90999999999997,3,0,10,439.7
22,0,0.0,1,5,81,7.75
22,1,15.049999999999999,1,1,28,23.18
22,2,21.63,1,4,60,27.8
22,3,26.2,1,1,17,33.39
22,4,27.04,1,3,53,34.3
22,5,27.889999999999997,1,0,6,34.44
22,6,28.189999999999998,1,3,51,39.95
22,7,38.25,1,3,57,46.58
22,8,42.839999999999996,1,0,4,50.77
22,9,49.0,1,0,14,57.8
22,10,49.1,1,2,37,56.89
22,11,66.62,1,1,20,73.77
22,12,75.55000000000001,1,5,88,84.28
22,13,76.75,1,5,85,90.91
22,14,77.75,1,0,11,85.28
22,15,78.76,1,4,71,86.89
22,16,80.58000000000001,1,4,68,93.25
22,17,84.30000000000001,1,0,7,90.97
22,18,87.12,1,3,59,95.05
22,19,88.84,1,0,8,97.33
22,20,93.58000000000001,1,3,47,100.74
22,21,94.33000000000001,1,4,74,102.86
22,22,96.06,1,5,83,104.52
22,23,98.34,1,1,16,104.87
22,24,101.38000000000001,1,3,58,108.91
22,25,109.07000000000001,1,4,67,116.26
22,26,110.18,1,4,73,122.89
22,27,113.79,1,5,82,121.58
22,28,118.28,1,5,75,126.25
22,29,118.52000000000001,2,5,84,140.31
22,30,123.2,1,1,24,131.73
22,31,124.13000000000001,2,1,18,144.45
22,32,124.47,2,1,15,153.79
22,33,139.34,1,2,39,148.47
22,34,156.19,1,3,52,162.78
22,35,164.45000000000002,1,2,33,172.91
22,36,166.27,1,4,70,174.4
22,37,166.78,1,4,63,180.76
22,38,172.55,1,3,54,180.48
22,39,175.45000000000002,1,2,30,182.22
22,40,176.1,1,2,32,187.91
22,41,179.51000000000002,1,2,40,194.54
22,42,179.69,1,1,21,186.84
22,43,191.69,1,0,1,197.62
22,44,193.19,1,3,55,200.72
22,45,198.62,1,0,9,206.55
22,46,200.49,1,5,87,209.22
22,47,204.16,2,2,35,217.56
22,48,208.11,1,3,45,213.68
22,49,209.14000000000001,1,1,27,217.27
22,50,226.6,1,5,76,233.73
22,51,234.06,1,3,46,239.99
22,52,248.09,1,4,69,256.62
22,53,259.34999999999997,1,2,42,268.08
22,54,263.9,1,4,65,271.05
22,55,276.65,1,4,61,283.18
22,56,277.10999999999996,1,2,36,284.86
22,57,278.2,1,3,49,286.13
22,58,278.44,1,5,86,287.17
22,59,280.4,1,2,41,291.49
22,60,282.85999999999996,1,5,77,292.86
22,61,284.45,1,0,10,291.98
22,62,293.27,1,2,43,302.0
22,63,295.47999999999996,1,0,2,302.07
22,64,297.12,1,4,64,305.65
22,65,301.03999999999996,1,3,56,308.57
22,66,301.79999999999995,1,2,31,308.93
22,67,309.9,1,1,22,317.09
22,68,310.28999999999996,1,3,50,316.84
22,69,331.96,1,5,80,339.71
22,70,339.34999999999997,1,1,26,347.48
22,71,340.46,1,0,12,347.99
22,72,340.48999999999995,1,4,62,347.68
22,73,348.94,1,1,19,357.47
22,74,355.07,1,0,3,362.33
22,75,361.59999999999997,1,0,5,368.15
22,76,368.97999999999996,1,3,48,376.24
22,77,369.35999999999996,1,4,72,377.49
22,78,371.58,1,2,38,380.04
22,79,372.2,1,0,13,379.73
22,80,382.14,1,5,78,390.6
22,81,387.02,1,4,66,394.17
22,82,389.03,1,1,25,397.16
22,83,389.35999999999996,1,2,34,398.49
22,84,391.21999999999997,1,2,44,405.52
22,85,393.19,2,1,29,411.22
22,86,399.72999999999996,1,5,79,408.86
22,87,404.79999999999995,1,0,0,410.37
22,88,415.71,1,5,89,424.84
22,89,418.90999999999997,3,1,23,439.49
23,0,0.0,1,2,36,7.75
23,1,15.049999999999999,1,4,63,22.91
23,2,21.63,1,4,66,28.78
23,3,26.2,1,3,48,33.46
23,4,27.04,1,5,87,35.77
23,5,27.889999999999997,1,5,81,41.42
23,6,28.189999999999998,1,3,45,38.13
23,7,38.25,1,2,31,45.38
23,8,42.839999999999996,1,2,42,52.01
23,9,49.0,1,0,0,54.57
23,10,49.1,1,0,14,61.6
23,11,66.62,1,5,78,75.08
23,12,75.55000000000001,1,0,5,82.1
23,13,76.75,1,1,16,83.28
23,14,77.75,1,0,11,88.73
23,15,78.76,1,1,26,89.91
23,16,80.58000000000001,1,2,30,87.35
23,17,84.30000000000001,1,1,27,96.54
23,18,87.12,1,3,54,95.05
23,19,88.84,1,5,89,97.97
23,20,93.58000000000001,1,3,56,101.68
23,21,94.33000000000001,1,4,69,102.86
23,22,96.06,1,1,15,102.23
23,23,98.34,1,5,79,107.47
23,24,101.38000000000001,1,1,19,109.91
23,25,109.07000000000001,1,3,59,117.0
23,26,110.18,1,4,73,118.31
23,27,113.79,1,5,80,121.54
23,28,118.28,1,2,32,126.07
23,29,118.52000000000001,2,4,70,133.28
23,30,123.2,1,3,46,129.13
23,31,124.13000000000001,2,2,37,137.61
23,32,124.47,2,2,39,151.67
23,33,139.34,1,1,20,146.49
23,34,156.19,1,1,24,164.72
23,35,164.45000000000002,1,4,68,172.31
23,36,166.27,1,4,67,178.0
23,37,166.78,1,0,13,174.31
23,38,172.55,1,3,57,180.08
23,39,175.45000000000002,1,0,10,182.98
23,40,176.1,1,3,55,186.71
23,41,179.51000000000002,1,0,6,188.63
23,42,179.69,1,5,77,187.48
23,43,191.69,1,0,4,199.62
23,44,193.19,1,0,1,204.65
23,45,198.62,1,0,8,211.01
23,46,200.49,1,4,61,207.02
23,47,204.16,2,2,44,220.32
23,48,208.11,1,3,47,214.7
23,49,209.14000000000001,1,2,40,226.95
23,50,226.6,1,2,34,235.73
23,51,234.06,1,3,53,241.32
23,52,248.09,1,5,83,256.55
23,53,259.34999999999997,1,2,35,267.1
23,54,263.9,1,5,76,271.03
23,55,276.65,1,3,51,283.2
23,56,277.10999999999996,1,5,88,285.84
23,57,278.2,1,5,86,292.47
23,58,278.44,1,0,3,285.7
23,59,280.4,1,2,38,288.86
23,60,282.85999999999996,1,4,62,290.05
23,61,284.45,1,1,29,292.98
23,62,293.27,1,1,17,300.46
23,63,295.47999999999996,1,2,33,303.94
23,64,297.12,1,3,58,304.65
23,65,301.03999999999996,1,4,71,309.17
23,66,301.79999999999995,1,1,25,309.93
23,67,309.9,1,4,64,318.43
23,68,310.28999999999996,1,3,52,316.88
23,69,331.96,1,5,84,341.09
23,70,339.34999999999997,1,5,75,346.12
23,71,340.46,1,0,7,347.05
23,72,340.48999999999995,1,0,2,352.74
23,73,348.94,1,4,60,355.11
23,74,355.07,1,0,12,362.6
23,75,361.59999999999997,1,3,50,368.15
23,76,368.97999999999996,1,1,21,376.13
23,77,369.35999999999996,1,3,49,377.29
23,78,371.58,1,4,74,380.11
23,79,372.2,1,1,23,382.49
23,80,382.14,1,2,41,390.87
23,81,387.02,1,1,22,394.21
23,82,389.03,1,4,65,396.18
23,83,389.35999999999996,1,5,85,398.09
23,84,391.21999999999997,1,2,43,399.95
23,85,393.19,2,5,82,409.47
23,86,399.72999999999996,1,0,9,407.66
23,87,404.79999999999995,1,1,28,412.93
23,88,415.71,1,4,72,423.84
23,89,418.90999999999997,3,1,18,439.49
24,0,0.0,1,4,66,7.15
24,1,15.049999999999999,1,2,32,22.84
24,2,21.63,1,0,13,29.16
24,3,26.2,1,4,74,34.73
24,4,27.04,1,3,52,33.63
24,5,27.889999999999997,1,4,73,41.36
24,6,28.189999999999998,1,3,55,40.26
24,7,38.25,1,5,76,45.38
24,8,42.839999999999996,1,0,1,48.77
24,9,49.0,1,1,15,55.17
24,10,49.1,1,5,83,57.56
24,11,66.62,1,2,44,75.75
24,12,75.55000000000001,1,4,69,84.08
24,13,76.75,1,4,67,89.77
24,14,77.75,1,5,85,86.48
24,15,78.76,1,1,22,85.95
24,16,80.58000000000001,1,3,51,87.13
24,17,84.30000000000001,1,1,21,91.6
24,18,87.12,1,3,56,94.65
24,19,88.84,1,2,39,97.97
24,20,93.58000000000001,1,0,3,100.84
24,21,94.33000000000001,1,2,30,102.64
24,22,96.06,1,4,65,103.21
24,23,98.34,1,0,4,107.87
24,24,101.38000000000001,1,2,36,109.13
24,25,109.07000000000001,1,0,0,114.64
24,26,110.18,1,1,28,118.31
24,27,113.79,1,2,41,122.52
24,28,118.28,1,3,59,126.21
24,29,118.52000000000001,2,4,71,133.28
24,30,123.2,1,1,23,131.06
24,31,124.13000000000001,2,2,34,140.29
24,32,124.47,2,4,72,146.54
24,33,139.34,1,0,5,145.89
24,34,156.19,1,4,70,164.32
24,35,164.45000000000002,1,0,12,171.98
24,36,166.27,1,1,25,174.4
24,37,166.78,1,4,62,173.97
24,38,172.55,1,5,84,181.68
24,39,175.45000000000002,1,3,58,182.98
24,40,176.1,1,1,16,182.63
24,41,179.51000000000002,1,1,19,189.66
24,42,179.69,1,3,53,189.34
24,43,191.69,1,2,38,200.15
24,44,193.19,1,4,61,199.72
24,45,198.62,1,4,60,204.79
24,46,200.49,1,5,81,208.24
24,47,204.16,2,5,80,219.54
24,48,208.11,1,5,87,226.17
24,49,209.14000000000001,1,5,82,231.86
24,50,226.6,1,3,47,233.19
24,51,234.06,1,5,79,243.19
24,52,248.09,1,2,35,255.84
24,53,259.34999999999997,1,3,48,266.61
24,54,263.9,1,0,6,270.45
24,55,276.65,1,0,2,283.24
