반복 회차 (Iteration),주문 번호 (k),도착 시간 (t_k),작업 수량 (n_k),할당 랙 (r),할당 CP (c),완료 시간 (E_k)
8,69,331.96,1,2,39,341.09
8,70,339.34999999999997,1,1,22,346.54
8,71,340.46,1,0,3,347.72
8,72,340.48999999999995,1,3,58,348.02
8,73,348.94,1,4,73,357.07
8,74,355.07,1,5,77,362.86
8,75,361.59999999999997,1,2,44,370.73
8,76,368.97999999999996,1,1,29,377.51
8,77,369.35999999999996,1,0,5,375.91
8,78,371.58,1,2,41,380.31
8,79,372.2,1,0,8,382.27
8,80,382.14,1,3,53,389.4
8,81,387.02,1,2,42,395.75
8,82,389.03,1,2,34,402.78
8,83,389.35999999999996,1,0,4,397.29
8,84,391.21999999999997,1,5,76,398.35
8,85,393.19,2,1,26,407.95
8,86,399.72999999999996,1,0,12,407.26
8,87,404.79999999999995,1,4,67,411.99
8,88,415.71,1,1,17,422.9
8,89,418.90999999999997,3,2,33,440.09
9,0,0.0,1,0,9,7.93
9,1,15.049999999999999,1,3,46,20.98
9,2,21.63,1,5,88,30.36
9,3,26.2,1,4,66,33.35
9,4,27.04,1,4,73,39.98
9,5,27.889999999999997,1,0,6,34.44
9,6,28.189999999999998,1,4,71,46.61
9,7,38.25,1,1,15,44.42
9,8,42.839999999999996,1,2,39,51.97
9,9,49.0,1,0,3,56.26
9,10,49.1,1,1,24,57.63
9,11,66.62,1,5,78,75.08
9,12,75.55000000000001,1,0,1,81.48
9,13,76.75,1,2,44,85.88
9,14,77.75,1,1,25,85.88
9,15,78.76,1,2,33,92.24
9,16,80.58000000000001,1,1,28,92.51
9,17,84.30000000000001,1,0,4,92.23
9,18,87.12,1,1,21,98.16
9,19,88.84,1,4,63,96.7
9,20,93.58000000000001,1,0,2,100.17
9,21,94.33000000000001,1,5,75,101.1
9,22,96.06,1,5,77,106.79
9,23,98.34,1,4,61,104.87
9,24,101.38000000000001,1,3,45,106.95
9,25,109.07000000000001,1,3,48,116.33
9,26,110.18,1,0,0,115.75
9,27,113.79,1,5,87,122.52
9,28,118.28,1,5,85,129.15
9,29,118.52000000000001,2,3,56,132.68
9,30,123.2,1,4,67,130.39
9,31,124.13000000000001,2,1,17,137.01
9,32,124.47,2,0,11,138.63
9,33,139.34,1,5,86,148.07
9,34,156.19,1,1,18,164.05
9,35,164.45000000000002,1,0,10,171.98
9,36,166.27,1,4,64,174.8
9,37,166.78,1,0,8,178.34
9,38,172.55,1,5,80,180.3
9,39,175.45000000000002,1,4,70,183.58
9,40,176.1,1,0,13,184.97
9,41,179.51000000000002,1,3,55,187.04
9,42,179.69,1,2,37,187.48
9,43,191.69,1,2,32,199.48
9,44,193.19,1,5,81,200.94
9,45,198.62,1,5,84,207.97
9,46,200.49,1,0,7,207.08
9,47,204.16,2,2,43,219.52
9,48,208.11,1,2,42,226.15
9,49,209.14000000000001,1,4,65,216.29
9,50,226.6,1,5,83,235.06
9,51,234.06,1,3,49,241.99
9,52,248.09,1,1,19,256.62
9,53,259.34999999999997,1,5,82,267.14
9,54,263.9,1,1,22,271.09
9,55,276.65,1,1,29,285.18
9,56,277.10999999999996,1,4,60,283.28
9,57,278.2,1,3,53,285.46
9,58,278.44,1,3,54,292.49
9,59,280.4,1,2,35,288.15
9,60,282.85999999999996,1,0,12,290.39
9,61,284.45,1,2,40,294.78
9,62,293.27,1,5,89,302.4
9,63,295.47999999999996,1,3,47,302.07
9,64,297.12,1,3,59,309.1
9,65,301.03999999999996,1,2,31,308.17
9,66,301.79999999999995,1,3,50,314.75
9,67,309.9,1,3,57,321.38
9,68,310.28999999999996,1,1,23,318.15
9,69,331.96,1,5,76,339.09
9,70,339.34999999999997,1,5,79,348.48
9,71,340.46,1,2,36,348.21
9,72,340.48999999999995,1,2,34,355.24
9,73,348.94,1,4,68,356.8
9,74,355.07,1,4,69,363.83
9,75,361.59999999999997,1,1,26,369.73
9,76,368.97999999999996,1,3,52,375.57
9,77,369.35999999999996,1,2,38,377.82
9,78,371.58,1,3,58,382.2
9,79,372.2,1,4,74,380.73
9,80,382.14,1,2,30,388.91
9,81,387.02,1,1,27,395.15
9,82,389.03,1,1,20,400.8
9,83,389.35999999999996,1,0,14,397.29
9,84,391.21999999999997,1,0,5,402.94
9,85,393.19,2,4,62,406.07
9,86,399.72999999999996,1,4,72,412.7
9,87,404.79999999999995,1,3,51,411.35
9,88,415.71,1,2,41,424.44
9,89,418.90999999999997,3,1,16,435.5
10,0,0.0,1,2,38,8.46
10,1,15.049999999999999,1,1,21,22.2
10,2,21.63,1,0,8,28.89
10,3,26.2,1,0,4,35.92
10,4,27.04,1,4,63,34.9
10,5,27.889999999999997,1,2,39,37.02
10,6,28.189999999999998,1,5,78,36.65
10,7,38.25,1,5,79,47.38
10,8,42.839999999999996,1,0,13,50.37
10,9,49.0,1,3,47,55.59
10,10,49.1,1,0,11,57.0
10,11,66.62,1,5,75,73.39
10,12,75.55000000000001,1,1,27,83.68
10,13,76.75,1,2,40,85.48
10,14,77.75,1,4,66,84.9
10,15,78.76,1,5,85,87.49
10,16,80.58000000000001,1,0,12,88.11
10,17,84.30000000000001,1,3,48,91.56
10,18,87.12,1,1,22,94.31
10,19,88.84,1,2,33,97.3
10,20,93.58000000000001,1,2,30,101.97
10,21,94.33000000000001,1,5,87,103.06
10,22,96.06,1,2,36,107.62
10,23,98.34,1,4,65,105.49
10,24,101.38000000000001,1,3,46,107.31
10,25,109.07000000000001,1,5,81,116.82
10,26,110.18,1,4,60,116.35
10,27,113.79,1,3,54,121.72
10,28,118.28,1,5,77,126.07
10,29,118.52000000000001,2,3,51,133.02
10,30,123.2,1,0,2,129.79
10,31,124.13000000000001,2,1,20,136.93
10,32,124.47,2,4,64,140.03
10,33,139.34,1,3,52,145.93
10,34,156.19,1,4,62,163.38
10,35,164.45000000000002,1,1,16,170.98
10,36,166.27,1,3,55,173.8
10,37,166.78,1,1,23,177.34
10,38,172.55,1,5,83,181.01
10,39,175.45000000000002,1,5,80,186.66
10,40,176.1,1,3,56,183.63
10,41,179.51000000000002,1,2,35,187.26
10,42,179.69,1,5,84,193.69
10,43,191.69,1,0,1,197.62
10,44,193.19,1,5,89,202.32
10,45,198.62,1,0,3,205.88
10,46,200.49,1,4,68,208.35
10,47,204.16,2,3,53,217.78
10,48,208.11,1,5,88,216.84
10,49,209.14000000000001,1,2,31,216.27
10,50,226.6,1,4,70,234.73
10,51,234.06,1,0,9,241.99
10,52,248.09,1,4,74,256.62
10,53,259.34999999999997,1,4,72,267.48
10,54,263.9,1,3,57,271.43
10,55,276.65,1,5,82,284.44
10,56,277.10999999999996,1,3,59,285.04
10,57,278.2,1,2,34,287.33
10,58,278.44,1,1,18,286.3
10,59,280.4,1,5,76,289.47
10,60,282.85999999999996,1,4,71,290.99
10,61,284.45,1,5,86,296.1
10,62,293.27,1,4,69,301.8
10,63,295.47999999999996,1,1,19,304.01
10,64,297.12,1,3,45,302.69
10,65,301.03999999999996,1,1,25,310.64
10,66,301.79999999999995,1,1,28,317.27
10,67,309.9,1,1,24,324.3
10,68,310.28999999999996,1,4,73,318.42
10,69,331.96,1,0,6,338.51
10,70,339.34999999999997,1,3,50,345.9
10,71,340.46,1,0,14,348.39
10,72,340.48999999999995,1,0,0,353.06
10,73,348.94,1,2,43,357.67
10,74,355.07,1,0,7,361.66
10,75,361.59999999999997,1,2,44,370.73
10,76,368.97999999999996,1,1,29,377.51
10,77,369.35999999999996,1,3,49,377.29
10,78,371.58,1,2,42,380.31
10,79,372.2,1,1,17,383.2
10,80,382.14,1,2,32,389.93
10,81,387.02,1,3,58,394.55
10,82,389.03,1,2,37,396.82
10,83,389.35999999999996,1,1,15,395.53
10,84,391.21999999999997,1,0,5,397.77
10,85,393.19,2,1,26,408.79
10,86,399.72999999999996,1,4,67,406.92
10,87,404.79999999999995,1,2,41,413.53
10,88,415.71,1,4,61,422.24
10,89,418.90999999999997,3,0,10,439.7
11,0,0.0,1,0,7,6.59
11,1,15.049999999999999,1,5,76,22.18
11,2,21.63,1,4,73,29.76
11,3,26.2,1,5,75,32.97
11,4,27.04,1,3,52,33.63
11,5,27.889999999999997,1,0,1,33.82
11,6,28.189999999999998,1,1,17,35.38
11,7,38.25,1,4,70,46.38
11,8,42.839999999999996,1,0,2,49.43
11,9,49.0,1,3,50,55.55
11,10,49.1,1,3,48,61.91
11,11,66.62,1,0,9,74.55
11,12,75.55000000000001,1,5,86,84.28
11,13,76.75,1,0,3,84.01
11,14,77.75,1,3,54,85.68
11,15,78.76,1,5,78,90.64
11,16,80.58000000000001,1,4,62,87.77
11,17,84.30000000000001,1,0,11,91.83
11,18,87.12,1,5,85,97.27
11,19,88.84,1,1,20,95.99
11,20,93.58000000000001,1,1,26,102.62
11,21,94.33000000000001,1,1,19,109.65
11,22,96.06,1,5,82,103.85
11,23,98.34,1,1,21,115.3
11,24,101.38000000000001,1,1,29,122.33
11,25,109.07000000000001,1,3,55,116.6
11,26,110.18,1,4,71,118.31
11,27,113.79,1,0,4,121.72
11,28,118.28,1,4,74,126.81
11,29,118.52000000000001,2,4,63,139.53
11,30,123.2,1,2,33,131.66
11,31,124.13000000000001,2,1,24,139.69
11,32,124.47,2,2,36,142.96
11,33,139.34,1,0,10,146.87
11,34,156.19,1,1,18,164.05
11,35,164.45000000000002,1,0,6,171.0
11,36,166.27,1,0,12,177.63
11,37,166.78,1,1,25,174.91
11,38,172.55,1,0,0,182.3
11,39,175.45000000000002,1,3,51,182.0
11,40,176.1,1,2,40,184.83
11,41,179.51000000000002,1,1,22,186.7
11,42,179.69,1,3,59,189.03
11,43,191.69,1,2,30,198.46
11,44,193.19,1,3,46,199.12
11,45,198.62,1,4,64,207.15
11,46,200.49,1,2,32,208.28
11,47,204.16,2,5,88,219.52
11,48,208.11,1,5,79,226.55
11,49,209.14000000000001,1,2,34,218.27
11,50,226.6,1,2,41,235.33
11,51,234.06,1,1,27,242.19
11,52,248.09,1,1,28,256.22
11,53,259.34999999999997,1,4,69,267.88
11,54,263.9,1,1,16,270.43
11,55,276.65,1,5,84,285.78
11,56,277.10999999999996,1,2,31,284.24
11,57,278.2,1,2,39,291.27
11,58,278.44,1,2,44,298.3
11,59,280.4,1,0,5,286.95
11,60,282.85999999999996,1,2,43,304.93
11,61,284.45,1,5,89,293.58
11,62,293.27,1,3,57,300.8
11,63,295.47999999999996,1,2,42,311.56
11,64,297.12,1,2,38,317.92
11,65,301.03999999999996,1,0,8,308.3
11,66,301.79999999999995,1,3,56,309.33
11,67,309.9,1,5,77,317.69
11,68,310.28999999999996,1,4,72,318.42
11,69,331.96,1,3,47,338.55
11,70,339.34999999999997,1,0,13,346.88
11,71,340.46,1,5,83,348.92
11,72,340.48999999999995,1,5,80,354.57
11,73,348.94,1,4,60,355.11
11,74,355.07,1,4,67,362.26
11,75,361.59999999999997,1,3,49,369.53
11,76,368.97999999999996,1,3,53,376.24
11,77,369.35999999999996,1,5,81,377.11
11,78,371.58,1,0,14,379.51
11,79,372.2,1,1,23,380.06
11,80,382.14,1,3,58,389.67
11,81,387.02,1,5,87,395.75
11,82,389.03,1,4,65,396.18
11,83,389.35999999999996,1,4,66,401.83
11,84,391.21999999999997,1,1,15,397.39
11,85,393.19,2,2,35,406.59
11,86,399.72999999999996,1,2,37,412.28
11,87,404.79999999999995,1,3,45,410.37
11,88,415.71,1,4,68,423.57
11,89,418.90999999999997,3,4,61,438.66
12,0,0.0,1,2,32,7.79
12,1,15.049999999999999,1,4,71,23.18
12,2,21.63,1,0,7,28.22
12,3,26.2,1,2,39,35.33
12,4,27.04,1,3,58,34.57
12,5,27.889999999999997,1,1,16,34.42
12,6,28.189999999999998,1,0,5,34.74
12,7,38.25,1,3,48,45.51
12,8,42.839999999999996,1,0,12,50.37
12,9,49.0,1,5,89,58.13
12,10,49.1,1,2,34,58.23
12,11,66.62,1,3,54,74.55
12,12,75.55000000000001,1,2,33,84.01
12,13,76.75,1,1,22,83.94
12,14,77.75,1,2,38,90.37
12,15,78.76,1,4,66,85.91
12,16,80.58000000000001,1,3,52,87.17
12,17,84.30000000000001,1,5,85,93.03
12,18,87.12,1,4,70,95.25
12,19,88.84,1,0,8,96.1
12,20,93.58000000000001,1,5,75,100.35
12,21,94.33000000000001,1,1,27,102.46
12,22,96.06,1,4,62,103.25
12,23,98.34,1,2,43,107.07
12,24,101.38000000000001,1,3,49,109.31
12,25,109.07000000000001,1,3,50,115.62
12,26,110.18,1,1,23,118.04
12,27,113.79,1,4,67,120.98
12,28,118.28,1,1,15,124.45
12,29,118.52000000000001,2,5,80,131.92
12,30,123.2,1,0,4,131.13
12,31,124.13000000000001,2,1,21,136.93
12,32,124.47,2,5,79,145.98
12,33,139.34,1,1,28,147.47
12,34,156.19,1,4,74,164.72
12,35,164.45000000000002,1,5,78,172.91
12,36,166.27,1,4,69,174.8
12,37,166.78,1,3,55,174.31
12,38,172.55,1,1,25,180.68
12,39,175.45000000000002,1,0,11,182.98
12,40,176.1,1,0,9,190.01
12,41,179.51000000000002,1,4,63,187.37
12,42,179.69,1,5,83,188.15
12,43,191.69,1,4,72,199.82
12,44,193.19,1,5,82,200.98
12,45,198.62,1,2,30,205.39
12,46,200.49,1,5,86,209.22
12,47,204.16,2,4,73,218.92
12,48,208.11,1,0,6,214.66
12,49,209.14000000000001,1,5,77,216.93
12,50,226.6,1,0,2,233.19
12,51,234.06,1,4,61,240.59
12,52,248.09,1,2,36,255.84
12,53,259.34999999999997,1,4,64,267.88
12,54,263.9,1,2,31,271.03
12,55,276.65,1,4,68,284.51
12,56,277.10999999999996,1,2,40,285.84
12,57,278.2,1,3,59,286.13
12,58,278.44,1,1,18,286.3
12,59,280.4,1,0,14,288.33
12,60,282.85999999999996,1,0,3,294.69
12,61,284.45,1,1,17,291.99
12,62,293.27,1,1,26,301.4
12,63,295.47999999999996,1,3,47,302.07
12,64,297.12,1,3,46,307.1
12,65,301.03999999999996,1,1,20,308.19
12,66,301.79999999999995,1,1,29,315.22
12,67,309.9,1,2,41,318.63
12,68,310.28999999999996,1,3,45,315.86
12,69,331.96,1,3,51,338.51
12,70,339.34999999999997,1,2,42,348.08
12,71,340.46,1,4,60,346.63
12,72,340.48999999999995,1,0,0,346.06
12,73,348.94,1,3,57,356.47
12,74,355.07,1,0,1,361.0
12,75,361.59999999999997,1,0,10,369.13
12,76,368.97999999999996,1,1,24,377.51
12,77,369.35999999999996,1,0,13,376.89
12,78,371.58,1,5,81,379.33
12,79,372.2,1,5,87,385.96
12,80,382.14,1,2,37,389.93
12,81,387.02,1,5,88,395.75
12,82,389.03,1,3,53,396.29
12,83,389.35999999999996,1,4,65,396.51
12,84,391.21999999999997,1,5,84,402.78
12,85,393.19,2,2,35,406.59
12,86,399.72999999999996,1,1,19,408.26
12,87,404.79999999999995,1,3,56,412.33
12,88,415.71,1,2,44,424.84
12,89,418.90999999999997,3,5,76,436.1
13,0,0.0,1,0,11,7.53
13,1,15.049999999999999,1,4,60,21.22
13,2,21.63,1,0,9,29.56
13,3,26.2,1,0,13,36.19
13,4,27.04,1,4,68,34.9
13,5,27.889999999999997,1,4,71,41.53
13,6,28.189999999999998,1,5,77,35.98
13,7,38.25,1,0,1,44.18
13,8,42.839999999999996,1,1,28,50.97
13,9,49.0,1,1,21,56.62
13,10,49.1,1,2,44,58.23
13,11,66.62,1,0,7,73.21
13,12,75.55000000000001,1,2,38,84.01
13,13,76.75,1,0,12,84.28
13,14,77.75,1,2,41,90.64
13,15,78.76,1,3,55,86.29
13,16,80.58000000000001,1,4,65,87.73
13,17,84.30000000000001,1,5,82,92.09
13,18,87.12,1,0,3,94.38
13,19,88.84,1,4,63,96.7
13,20,93.58000000000001,1,4,70,103.33
13,21,94.33000000000001,1,3,58,101.86
13,22,96.06,1,2,42,104.79
13,23,98.34,1,3,47,107.55
13,24,101.38000000000001,1,5,87,110.11
13,25,109.07000000000001,1,4,66,116.22
13,26,110.18,1,0,10,117.71
13,27,113.79,1,5,85,122.52
13,28,118.28,1,1,27,126.41
13,29,118.52000000000001,2,1,22,137.79
13,30,123.2,1,3,45,128.77
13,31,124.13000000000001,2,3,56,142.03
13,32,124.47,2,2,36,137.87
13,33,139.34,1,4,74,147.87
13,34,156.19,1,3,53,163.45
13,35,164.45000000000002,1,0,8,171.71
13,36,166.27,1,5,79,175.4
13,37,166.78,1,5,88,182.03
13,38,172.55,1,2,43,181.28
13,39,175.45000000000002,1,1,18,183.31
13,40,176.1,1,2,30,185.95
13,41,179.51000000000002,1,2,35,191.6
13,42,179.69,1,5,78,188.39
13,43,191.69,1,3,49,199.62
13,44,193.19,1,1,23,201.05
13,45,198.62,1,0,6,205.17
13,46,200.49,1,0,2,210.86
13,47,204.16,2,4,62,217.04
13,48,208.11,1,0,4,217.89
13,49,209.14000000000001,1,1,29,217.67
13,50,226.6,1,4,61,233.13
13,51,234.06,1,1,17,241.25
13,52,248.09,1,3,59,256.02
13,53,259.34999999999997,1,1,26,267.48
13,54,263.9,1,4,72,272.03
13,55,276.65,1,3,51,283.2
13,56,277.10999999999996,1,1,24,285.64
13,57,278.2,1,5,81,285.95
13,58,278.44,1,1,19,292.67
13,59,280.4,1,2,39,289.53
13,60,282.85999999999996,1,0,0,288.43
13,61,284.45,1,0,14,295.46
13,62,293.27,1,3,50,299.82
13,63,295.47999999999996,1,1,16,302.01
13,64,297.12,1,2,31,304.25
13,65,301.03999999999996,1,5,83,309.5
13,66,301.79999999999995,1,5,89,316.53
13,67,309.9,1,2,32,317.69
13,68,310.28999999999996,1,5,86,323.16
13,69,331.96,1,2,40,340.69
13,70,339.34999999999997,1,4,67,346.54
13,71,340.46,1,5,76,347.59
13,72,340.48999999999995,1,5,75,352.26
13,73,348.94,1,2,34,358.07
13,74,355.07,1,3,48,362.33
13,75,361.59999999999997,1,4,73,369.73
13,76,368.97999999999996,1,4,64,377.51
13,77,369.35999999999996,1,5,84,378.49
13,78,371.58,1,3,54,379.51
13,79,372.2,1,3,52,385.2
13,80,382.14,1,3,57,391.83
13,81,387.02,1,5,80,394.77
13,82,389.03,1,1,15,395.2
13,83,389.35999999999996,1,0,5,395.91
13,84,391.21999999999997,1,2,33,399.68
13,85,393.19,2,2,37,411.06
13,86,399.72999999999996,1,1,20,406.88
13,87,404.79999999999995,1,4,69,413.33
13,88,415.71,1,1,25,423.84
13,89,418.90999999999997,3,3,46,434.9
14,0,0.0,1,5,85,8.73
14,1,15.049999999999999,1,5,87,23.78
14,2,21.63,1,4,68,29.49
14,3,26.2,1,5,88,34.93
14,4,27.04,1,3,50,33.59
14,5,27.889999999999997,1,0,1,33.82
14,6,28.189999999999998,1,4,71,36.32
14,7,38.25,1,2,32,46.04
14,8,42.839999999999996,1,2,36,51.69
14,9,49.0,1,5,76,56.13
14,10,49.1,1,2,40,58.32
14,11,66.62,1,4,74,75.15
14,12,75.55000000000001,1,0,3,82.81
14,13,76.75,1,3,59,84.68
14,14,77.75,1,1,25,85.88
14,15,78.76,1,2,39,87.89
14,16,80.58000000000001,1,1,19,92.91
14,17,84.30000000000001,1,1,16,97.94
14,18,87.12,1,2,38,95.58
14,19,88.84,1,0,2,95.43
14,20,93.58000000000001,1,4,69,102.11
14,21,94.33000000000001,1,3,49,102.26
14,22,96.06,1,3,54,109.29
14,23,98.34,1,0,4,106.27
14,24,101.38000000000001,1,1,27,109.51
14,25,109.07000000000001,1,2,33,117.53
14,26,110.18,1,3,51,116.73
14,27,113.79,1,1,17,120.98
14,28,118.28,1,3,52,124.87
14,29,118.52000000000001,2,3,46,134.93
14,30,123.2,1,1,23,131.06
14,31,124.13000000000001,2,3,58,148.19
14,32,124.47,2,2,30,136.5
14,33,139.34,1,5,77,147.13
14,34,156.19,1,5,78,164.65
14,35,164.45000000000002,1,5,83,172.91
14,36,166.27,1,5,75,177.58
14,37,166.78,1,4,66,173.93
14,38,172.55,1,4,65,179.7
14,39,175.45000000000002,1,5,79,184.61
14,40,176.1,1,2,37,183.89
14,41,179.51000000000002,1,3,53,186.77
14,42,179.69,1,0,5,186.24
14,43,191.69,1,1,15,197.86
14,44,193.19,1,3,48,200.45
14,45,198.62,1,2,43,207.35
14,46,200.49,1,0,14,208.42
14,47,204.16,2,1,21,216.96
14,48,208.11,1,0,10,215.64
14,49,209.14000000000001,1,4,63,217.0
14,50,226.6,1,1,22,233.79
14,51,234.06,1,3,47,240.65
14,52,248.09,1,5,81,255.84
14,53,259.34999999999997,1,3,57,266.88
14,54,263.9,1,0,7,270.49
14,55,276.65,1,0,9,284.58
14,56,277.10999999999996,1,0,8,290.94
14,57,278.2,1,1,28,286.33
14,58,278.44,1,1,20,291.98
14,59,280.4,1,3,45,285.97
14,60,282.85999999999996,1,1,29,299.01
14,61,284.45,1,4,70,292.58
14,62,293.27,1,4,67,300.46
14,63,295.47999999999996,1,2,41,304.21
14,64,297.12,1,4,61,305.49
14,65,301.03999999999996,1,2,34,311.24
14,66,301.79999999999995,1,4,72,312.12
14,67,309.9,1,5,84,319.03
14,68,310.28999999999996,1,5,80,324.68
14,69,331.96,1,4,62,339.15
14,70,339.34999999999997,1,0,12,346.88
14,71,340.46,1,0,6,352.53
14,72,340.48999999999995,1,4,60,346.66
14,73,348.94,1,1,24,357.47
14,74,355.07,1,0,11,362.6
14,75,361.59999999999997,1,5,86,370.33
14,76,368.97999999999996,1,5,82,376.77
14,77,369.35999999999996,1,4,73,377.49
14,78,371.58,1,2,42,380.31
14,79,372.2,1,2,31,385.34
14,80,382.14,1,3,56,389.67
14,81,387.02,1,1,26,395.15
14,82,389.03,1,0,13,396.56
14,83,389.35999999999996,1,0,0,401.23
14,84,391.21999999999997,1,5,89,400.35
14,85,393.19,2,2,35,406.59
14,86,399.72999999999996,1,1,18,407.59
14,87,404.79999999999995,1,4,64,413.33
14,88,415.71,1,3,55,423.24
14,89,418.90999999999997,3,2,44,442.1
15,0,0.0,1,3,48,7.26
15,1,15.049999999999999,1,4,71,23.18
15,2,21.63,1,2,42,30.36
15,3,26.2,1,4,73,34.33
15,4,27.04,1,4,63,40.69
15,5,27.889999999999997,1,4,62,46.38
15,6,28.189999999999998,1,3,52,34.78
15,7,38.25,1,4,65,52.03
15,8,42.839999999999996,1,2,44,51.97
15,9,49.0,1,1,20,56.15
15,10,49.1,1,1,21,61.8
15,11,66.62,1,0,5,73.17
15,12,75.55000000000001,1,5,78,84.01
15,13,76.75,1,1,29,85.28
15,14,77.75,1,3,58,85.28
15,15,78.76,1,0,11,86.29
15,16,80.58000000000001,1,3,47,90.97
15,17,84.30000000000001,1,3,45,95.64
15,18,87.12,1,4,72,95.25
15,19,88.84,1,0,10,96.37
15,20,93.58000000000001,1,2,41,102.31
15,21,94.33000000000001,1,5,79,103.46
15,22,96.06,1,0,0,101.63
15,23,98.34,1,0,1,106.66
15,24,101.38000000000001,1,2,33,109.84
15,25,109.07000000000001,1,5,82,116.86
15,26,110.18,1,5,75,121.53
15,27,113.79,1,4,70,121.92
15,28,118.28,1,4,66,127.57
15,29,118.52000000000001,2,0,3,132.14
15,30,123.2,1,5,83,131.66
15,31,124.13000000000001,2,3,50,136.33
15,32,124.47,2,4,69,141.63
15,33,139.34,1,5,77,147.13
15,34,156.19,1,5,84,165.32
15,35,164.45000000000002,1,3,59,172.38
15,36,166.27,1,1,15,172.44
15,37,166.78,1,2,39,175.91
15,38,172.55,1,1,18,180.41
15,39,175.45000000000002,1,2,37,183.24
15,40,176.1,1,3,57,183.63
15,41,179.51000000000002,1,3,56,190.26
15,42,179.69,1,4,60,185.86
15,43,191.69,1,1,26,199.82
15,44,193.19,1,3,55,200.72
15,45,198.62,1,2,32,206.41
15,46,200.49,1,1,22,207.68
15,47,204.16,2,1,19,221.74
15,48,208.11,1,0,13,215.64
15,49,209.14000000000001,1,4,68,217.0
15,50,226.6,1,2,31,233.73
15,51,234.06,1,1,16,240.59
15,52,248.09,1,5,89,257.22
15,53,259.34999999999997,1,1,25,267.48
15,54,263.9,1,4,67,271.09
15,55,276.65,1,5,81,284.4
15,56,277.10999999999996,1,5,86,291.03
15,57,278.2,1,2,30,284.97
15,58,278.44,1,5,87,297.66
15,59,280.4,1,5,76,302.69
15,60,282.85999999999996,1,1,17,290.05
15,61,284.45,1,3,51,291.0
15,62,293.27,1,2,40,302.0
15,63,295.47999999999996,1,3,49,303.41
15,64,297.12,1,5,80,308.34
15,65,301.03999999999996,1,4,64,309.57
15,66,301.79999999999995,1,0,2,308.39
15,67,309.9,1,1,28,318.03
15,68,310.28999999999996,1,1,27,324.66
15,69,331.96,1,0,14,339.89
15,70,339.34999999999997,1,2,34,348.48
15,71,340.46,1,0,7,347.05
15,72,340.48999999999995,1,1,24,349.02
15,73,348.94,1,4,61,355.47
15,74,355.07,1,2,43,363.8
15,75,361.59999999999997,1,3,46,367.53
15,76,368.97999999999996,1,0,4,376.91
15,77,369.35999999999996,1,3,54,377.29
15,78,371.58,1,0,6,382.56
15,79,372.2,1,1,23,380.06
15,80,382.14,1,2,38,390.6
15,81,387.02,1,5,85,395.75
15,82,389.03,1,2,35,396.78
15,83,389.35999999999996,1,4,74,397.89
15,84,391.21999999999997,1,5,88,402.38
15,85,393.19,2,0,9,408.15
15,86,399.72999999999996,1,0,8,414.51
15,87,404.79999999999995,1,3,53,412.06
15,88,415.71,1,2,36,423.46
15,89,418.90999999999997,3,0,12,439.7
16,0,0.0,1,0,5,6.55
16,1,15.049999999999999,1,3,57,22.58
16,2,21.63,1,4,74,30.16
16,3,26.2,1,2,39,35.33
16,4,27.04,1,1,16,33.57
16,5,27.889999999999997,1,3,58,35.42
16,6,28.189999999999998,1,2,31,40.36
16,7,38.25,1,0,10,45.78
16,8,42.839999999999996,1,4,71,50.97
16,9,49.0,1,1,17,56.19
16,10,49.1,1,2,32,56.89
16,11,66.62,1,3,51,73.17
16,12,75.55000000000001,1,2,41,84.28
16,13,76.75,1,2,38,90.64
16,14,77.75,1,1,15,83.92
16,15,78.76,1,4,73,86.89
16,16,80.58000000000001,1,2,33,97.0
16,17,84.30000000000001,1,3,49,92.23
16,18,87.12,1,4,64,95.65
16,19,88.84,1,3,56,98.86
16,20,93.58000000000001,1,2,34,104.03
16,21,94.33000000000001,1,5,76,101.46
16,22,96.06,1,1,26,104.19
16,23,98.34,1,1,24,111.22
16,24,101.38000000000001,1,2,30,108.7
16,25,109.07000000000001,1,5,87,117.8
16,26,110.18,1,2,43,118.91
16,27,113.79,1,4,69,122.32
16,28,118.28,1,5,79,127.41
16,29,118.52000000000001,2,4,67,133.7
16,30,123.2,1,4,70,140.33
16,31,124.13000000000001,2,0,9,139.09
16,32,124.47,2,3,50,136.67
16,33,139.34,1,5,86,148.07
16,34,156.19,1,4,72,164.32
16,35,164.45000000000002,1,0,14,172.38
16,36,166.27,1,0,11,179.01
16,37,166.78,1,1,22,173.97
16,38,172.55,1,2,42,181.28
16,39,175.45000000000002,1,0,12,185.64
16,40,176.1,1,5,85,184.83
16,41,179.51000000000002,1,1,20,186.66
16,42,179.69,1,0,2,191.33
16,43,191.69,1,4,63,199.55
16,44,193.19,1,5,88,201.92
16,45,198.62,1,5,77,207.61
16,46,200.49,1,4,61,207.02
16,47,204.16,2,3,54,219.12
16,48,208.11,1,3,55,225.75
16,49,209.14000000000001,1,0,0,214.71
16,50,226.6,1,0,8,233.86
16,51,234.06,1,0,13,241.59
16,52,248.09,1,4,68,255.95
16,53,259.34999999999997,1,1,19,267.88
16,54,263.9,1,0,6,270.45
16,55,276.65,1,5,89,285.78
16,56,277.10999999999996,1,0,3,284.37
16,57,278.2,1,3,52,284.79
16,58,278.44,1,2,44,287.57
16,59,280.4,1,5,83,292.14
16,60,282.85999999999996,1,3,45,289.46
16,61,284.45,1,3,48,295.82
16,62,293.27,1,5,84,302.4
